Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-09-04,2013-09-04,Moravice,5,ne,900,0,,900,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-09-01,2013-09-02,Brač,5,ne,1650,0,,1650,275
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-08-27,2013-08-27,Split,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-07-23,2013-07-24,Vilnius,1,ne,10198.7,0,,10198.7,5099.35
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-07-21,2013-07-22,Split,3,ne,750,0,,750,187.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-07-19,2013-07-19,Slavonski Brod,2,ne,450,0,,450,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-07-10,2013-07-10,Vukovar,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-07-02,2013-07-02,Vrgorac,1,ne,150,0,,150,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-06-18,2013-06-18,Vodice,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-06-14,2013-06-14,Vukovar,0,ne,75,0,,75,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-06-08,2013-06-08,Grožnjan,0,ne,164,0,,164,164
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-06-06,2013-06-07,Kastav,1,ne,150,0,,150,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-06-03,2013-06-04,Split,0,ne,75,0,,75,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-31,2013-06-01,Ljubljana,3,ne,2789.11,0,,2789.11,697.2775
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-29,2013-05-29,Varaždin,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-26,2013-05-28,Split,0,ne,300,1000,,1300,1300
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-17,2013-05-17,Vukovar,5,ne,900,0,,900,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-15,2013-05-15,Kalnik,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-10,2013-05-10,Bakar,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-09,2013-05-09,Varaždin,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-07,2013-05-07,Vinkovci,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-05-02,2013-05-03,Virovitica,1,ne,300,1194,,1494,747
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-25,2013-04-25,Brijuni,0,ne,75,0,,75,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-24,2013-04-24,Cres,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-22,2013-04-23,Dubrovnik,1,ne,2433,0,,2433,1216.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-18,2013-04-19,Split,1,ne,300,1000,,1300,650
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-16,2013-04-16,Pula,3,ne,600,0,,600,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-12,2013-04-12,Omiš,2,ne,450,0,,450,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-11,2013-04-11,Vukovar,1,ne,150,0,,150,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-08,2013-04-08,Knin,3,ne,600,0,,600,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-04,2013-04-05,Beč,1,ne,1612.8,0,,1612.8,806.4
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-04-03,2013-04-03,Nova Gradiška,2,ne,450,0,,450,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-26,2013-03-26,Vukovar,1,ne,150,0,,150,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-25,2013-03-25,Zadar,2,ne,450,0,,450,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-13,2013-03-14,Split,1,ne,300,1715,,2015,1007.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-08,2013-03-08,Budimpešta,1,ne,763.5,1715,,2478.5,1239.25
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-04,2013-03-06,Priština,3,ne,17409.61,7068.56,,24478.17,6119.5425
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-03-01,2013-03-01,Vukovar,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-02-21,2013-02-22,Split,1,ne,300,1465,,1765,882.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-02-19,2013-02-19,Zadar,4,ne,750,0,,750,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-02-14,2013-02-15,Brusseles,1,ne,9675.9,2445.5,,12121.4,6060.7
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-02-08,2013-02-08,Vukovar,0,ne,150,0,,150,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-02-04,2013-02-04,Split,4,ne,675,0,,675,135
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-28,2013-01-30,London,3,ne,10687.44,11786.34,,22473.78,5618.445
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-25,2013-01-28,Barcelona,1,ne,13566.4,0,,13566.4,6783.2
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-22,2013-01-22,Vukovar,2,ne,375,0,,375,125
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-15,2013-01-15,Vukovar,2,ne,450,0,,450,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-14,2013-01-14,Šibenik,3,ne,600,0,,600,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min_3,2013,2013-01-11,2013-01-11,Split,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-05-26,2014-05-27,Split,1,ne,300,2159,,2459,1229.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-05-24,2014-05-24,Plitvice,0,ne,75,0,,75,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-05-19,2014-05-21,Podgorica,1,ne,5906.9,0,,5906.9,2953.45
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-04-22,2014-04-24,Bjelovar,3,ne,1125,2805.44,,3930.44,982.61
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-04-15,2014-04-15,Gospić,4,ne,750,0,,750,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-04-13,2014-04-13,Zadar,1,ne,225,0,,225,112.5
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-04-11,2014-04-11,Kaštel Novi,2,ne,375,0,,375,125
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-04-01,2014-04-01,Vodice,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-03-28,2014-03-28,Split,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-03-17,2014-03-17,Poreč,3,ne,525,0,,525,131.25
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-03-13,2014-03-13,Split,1,ne,300,0,,300,150
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-02-13,2014-02-14,Mostar,2,ne,693.6,2295,,2988.6,996.2
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-02-06,2014-02-07,Split,1,ne,450,1000,,1450,725
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-01-31,2014-02-02,Beograd,3,ne,2532.6,0,638.98,3171.58,792.895
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-01-29,2014-01-29,Osijek,0,ne,75,0,,75,75
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-01-27,2014-01-28,Beograd,2,ne,908.7,0,25.6,934.3,311.4333333
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-01-24,2014-01-26,Herning,1,ne,3231.9,0,,3231.9,1615.95
Željko Jovanović,Ministarstvo znanosti i obrazovanja,http://imamopravoznati.org/request/putni_troskovi_za_jovanovica_min,2014,2014-01-20,2014-01-21,London,2,ne,14771.45,13022.66,,27794.11,9264.703333
Zlatko Komadina,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_komadine_minis,2012,2012-01-19,2012-01-19,Vinkovci,1,ne,652.63,0,0,652.63,326.315
Zlatko Komadina,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_komadine_minis,2012,2012-03-21,2012-03-23,Bruxelles,0,ne,7524,0,0,7524,7524
Zlatko Komadina,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_komadine_minis,2011,,,,,,,,,0,0
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-01-17,2015-01-17,Vukovar,1,ne,300,0,0,300,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-01-27,2015-01-27,Zadar,3,ne,600,0,0,600,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-10,2015-03-11,Dubrovnik,2,ne,900,1001,0,1901,633.6666667
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-18,2015-03-18,Vukovar,3,ne,600,0,289.5,889.5,222.375
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-30,2015-03-30,Vodice,3,ne,600,0,0,600,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-04-02,2015-04-02,Dubrovnik,0,ne,3927.5,0,0,3927.5,3927.5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-05,2015-05-05,Gređani,3,ne,600,0,0,600,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-19,2015-05-19,Benkovac,3,ne,600,0,0,600,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-28,2015-05-28,Varaždin,1,ne,150,0,0,150,75
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-10,2015-06-10,Metković,3,ne,600,0,0,600,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-12,2015-06-12,Petrinja,2,ne,450,0,0,450,150
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-19,2015-06-19,Popovača,3,ne,0,0,0,0,0
